country_code,Year,Nitrogen oxide (NOx),Sulphur dioxide (SO₂),Carbon monoxide (CO),Ammonia (NH₃)
MDA,1991,96055.68018,67342.63076,219005.8514,57148.54939
MDA,1992,69530.48741,47869.23083,175402.8521,49284.8514
MDA,1993,55421.09508,43925.16362,113445.7394,40653.98147
MDA,1994,43473.63655,34151.08274,105987.6596,41481.152
MDA,1995,37932.73421,29221.00981,107118.3627,38964.40792
MDA,1996,35496.11466,31017.27237,102445.4474,40754.67159
MDA,1997,32825.98944,23466.32106,107554.0402,30626.67083
MDA,1998,29516.65272,21959.63584,93380.02919,27153.02127
MDA,1999,22734.50866,13470.76523,65904.7253,26884.75224
MDA,2000,20891.87114,8957.244671,64584.22023,25542.37988
MDA,2001,22037.0018,8263.887842,65638.01163,23837.08379
MDA,2002,24801.50542,8782.643671,75692.85764,24693.39696
MDA,2003,26768.85811,10359.15941,85003.18579,25455.97207
MDA,2004,26664.41776,7810.530739,84446.26389,24410.42262
MDA,2005,27551.78398,7362.279397,80545.92712,23751.28018
MDA,2006,27243.84767,7617.927191,78487.74397,25787.6979
MDA,2007,27626.55875,6178.060456,73863.36091,25882.58103
MDA,2008,30436.50688,6410.89029,76150.73032,20177.01864
MDA,2009,28218.02979,6927.343843,72238.95761,20226.47821
MDA,2010,30895.98323,7081.876918,87908.45253,23618.77391
MDA,2011,31752.39514,6703.838719,97486.02171,29573.08388
MDA,2012,29406.27701,6494.42125,94228.53345,26146.66416
MDA,2013,30294.63216,7008.077034,101947.8885,30679.2573
MDA,2014,30807.02967,5748.623607,101154.3417,29961.79022
MDA,2015,32432.57631,5752.009299,100293.1456,32880.91654
MDA,2016,32567.50742,5971.809985,97279.16835,32953.79344
MDA,2017,31620.42084,7039.276702,96238.17527,33041.48471
MDA,2018,33701.92338,7500.211239,91826.69811,32985.46618
MDA,2019,32798.40036,8234.324327,85145.51304,32895.72287
MNG,1990,125336.7692,80780.3145,556414.3079,110434.0539
MNG,1991,121046.135,91105.65955,443611.4229,112230.6268
MNG,1992,116480.7175,82782.43792,399861.4048,113339.339
MNG,1993,115071.5274,73841.14652,347862.9342,114161.5179
MNG,1994,108107.5009,65931.49158,324096.5615,114901.6752
MNG,1995,110726.4666,66714.08487,362663.9601,115731.9345
MNG,1996,109014.5523,59009.23415,355209.3545,116261.8744
MNG,1997,109775.7898,57318.03972,383803.9702,117155.317
MNG,1998,111403.3319,56605.72934,361718.9888,117554.2583
MNG,1999,111726.6459,57068.30402,327326.5308,118344.068
MNG,2000,114126.1116,57606.61859,355660.4114,119311.7775
MNG,2001,112631.5962,60256.39091,396042.0143,104905.1474
MNG,2002,114562.5824,61967.11204,422894.7346,87280.70735
MNG,2003,107350.4097,58872.7901,433434.8595,84237.48364
MNG,2004,116119.2237,59077.28505,461362.5258,83639.14366
MNG,2005,112570.0701,62465.23789,496091.4116,93621.55272
MNG,2006,131448.925,69826.67398,549221.9169,104144.17
MNG,2007,136998.7554,74645.64571,599168.7438,116553.9492
MNG,2008,146998.764,73533.34006,686397.9909,120340.1457
MNG,2009,142836.7294,80576.95847,551594.828,122108.5975
MNG,2010,141441.5634,84141.25757,453981.8778,124022.7389
MNG,2011,146327.7037,90541.60846,469147.7472,126137.0175
MNG,2012,151299.817,98249.13549,505826.7378,128310.6581
MNG,2013,151596.6341,107214.6226,464869.9584,130506.5435
MNG,2014,148936.6089,104161.9804,445122.0962,132728.7505
MNG,2015,145373.7816,98249.59258,410538.5088,134856.306
MNG,2016,142582.4486,108981.1307,361084.007,137106.9896
MNG,2017,148130.1195,112872.7396,339586.1791,139134.5097
MNG,2018,161748.336,218627.2881,377585.1929,141313.9102
MNG,2019,163035.8825,221718.6767,362243.9371,143243.4187
MNE,1990,848.793235,124.1704113,36476.37617,1331.406992
MNE,1991,868.8935091,121.7523775,35660.70266,1325.219181
MNE,1992,884.8383617,119.6172379,34945.95588,1320.938828
MNE,1993,889.2224566,116.6156008,33980.87173,1308.703066
MNE,1994,886.1510167,113.2303276,32910.59081,1300.024099
MNE,1995,889.2728609,111.0974235,32221.98243,1293.908026
MNE,1996,879.5562524,109.1473647,31818.27316,1286.731819
MNE,1997,866.6617578,106.879884,31301.65372,1271.925186
MNE,1998,852.7645804,104.5591699,30753.59261,1261.736734
MNE,1999,833.3449257,101.6316743,30003.82961,1244.569248
MNE,2000,820.3939755,99.55056727,29496.21701,1231.061128
MNE,2001,799.5627805,97.30048873,28468.68397,1218.136213
MNE,2002,776.9929486,94.81580277,27400.45164,1205.388376
MNE,2003,758.5916981,92.81616235,26504.05585,1194.882692
MNE,2004,752.4389962,92.29219726,26066.7297,1189.434286
MNE,2005,8984.525813,26579.04359,37813.00207,1221.473024
MNE,2006,9744.17974,28826.10152,38650.92228,1223.403813
MNE,2007,9512.82976,25060.50636,36729.26312,1222.78371
MNE,2008,11298.4805,34557.88521,35926.50587,1223.336124
MNE,2009,8317.377287,18025.63303,37972.1636,1224.098805
MNE,2010,11294.7116,33055.17008,38339.64135,1245.021304
MNE,2011,10892.33557,33400.53362,34885.77797,1248.475725
MNE,2012,10192.01387,28259.36733,33704.6802,1249.498474
MNE,2013,9432.791907,25975.02834,30705.43595,1231.509795
MNE,2014,8654.726542,23209.88739,30053.43811,1223.689167
MNE,2015,8955.569297,22590.24202,30450.15316,1234.063079
MNE,2016,7957.478938,15744.59136,30027.19361,1227.210901
MNE,2017,7580.790008,13792.64472,27726.45362,1223.528938
MNE,2018,7004.3872,11501.27437,27069.38183,1223.737751
MNE,2019,7070.451954,10971.08115,26976.6715,1227.680186
MAR,1990,130881.0791,198728.2853,551804.5847,108098.4951
MAR,1991,136604.7066,204558.0866,593261.726,102325.1179
MAR,1992,146474.8074,215625.7905,590760.8194,99156.56037
MAR,1993,155083.2007,212560.6854,586922.9076,99585.67624
MAR,1994,166418.902,230231.1066,584131.5182,96949.82846
MAR,1995,169203.215,222154.8913,569376.5825,99014.75709
MAR,1996,166633.9929,211817.0674,569487.8207,94401.94322
MAR,1997,170540.4979,227220.3988,554604.2092,100192.9355
MAR,1998,175201.6708,218346.048,538968.9804,97320.44999
MAR,1999,184423.1919,234406.7683,536819.5539,105769.2075
MAR,2000,184626.2019,222428.3777,524961.7214,106476.7307
MAR,2001,192825.2959,229569.92,522026.6109,105760.8965
MAR,2002,196497.0967,245784.5571,516707.6462,104067.4596
MAR,2003,197574.6806,243191.2088,501039.3346,106312.1319
MAR,2004,207364.0225,261012.777,685367.3004,111995.6008
MAR,2005,214119.9638,276816.2592,655137.0629,108889.6657
MAR,2006,215595.0115,279010.5755,618958.2225,109912.8052
MAR,2007,217036.4474,276455.127,579057.6007,107173.7233
MAR,2008,223282.1418,306752.1802,546147.6889,104238.5456
MAR,2009,219281.1057,229975.9607,500332.7078,104130.6737
MAR,2010,226961.8639,255189.5291,475480.2922,106186.1795
MAR,2011,241256.4923,283398.8367,464323.0311,108944.2834
MAR,2012,241177.1233,282072.0409,451211.9217,110882.4106
MAR,2013,235708.6501,251834.7686,440532.0471,114260.1971
MAR,2014,238846.2705,246539.4231,433667.9013,116954.4135
MAR,2015,244235.5087,245811.5902,436245.5765,118127.2815
MAR,2016,244417.0596,244392.6078,436266.2375,119461.4587
MAR,2017,253435.3597,267338.9766,458968.0338,120904.7456
MAR,2018,200280.3708,145868.0725,464832.6799,122206.5529
MAR,2019,205937.8422,151102.1216,488212.6205,123502.7009
MOZ,1990,24821.12187,7234.148678,1356453.899,71962.19779
MOZ,1991,23833.10845,6508.679894,1372230.221,74380.68425
MOZ,1992,25690.20829,7318.935553,1386592.783,77245.54473
MOZ,1993,27717.13484,8082.226959,1370794.228,80081.90824
MOZ,1994,26122.69713,7126.590523,1350167.584,82709.12518
MOZ,1995,27190.77139,7773.035373,1342087.263,85758.0652
MOZ,1996,27775.95939,6038.078686,1330014.209,88339.94477
MOZ,1997,28620.39331,6504.077204,1315974.605,89633.73293
MOZ,1998,31110.47597,6630.039363,1475624.596,95896.31189
MOZ,1999,31629.32535,6867.679869,1467953.578,97674.41815
MOZ,2000,28926.37579,6762.302989,1256640.229,104350.5804
MOZ,2001,29557.8408,15069.67377,1341223.154,99263.63019
MOZ,2002,30991.43224,15401.48467,1371971.507,101116.5262
MOZ,2003,34793.67553,21904.06778,1431495.655,102645.6217
MOZ,2004,35310.27912,27459.21545,1475640.073,104487.9052
MOZ,2005,33816.66583,26371.0525,1495598.19,106116.4506
MOZ,2006,35017.25377,26847.47566,1520191.609,103570.6209
MOZ,2007,39206.0423,27707.4865,1573888.687,114117.4959
MOZ,2008,39474.11801,23869.98404,1608066.28,114394.4247
MOZ,2009,42285.51527,24416.14392,1648520.801,116862.31
MOZ,2010,44178.83327,24910.94933,1721901.411,120946.3324
MOZ,2011,48806.66419,26459.71668,1773266.036,123943.9618
MOZ,2012,48200.51601,25700.59214,1882659.252,130974.3974
MOZ,2013,50789.35018,26104.71103,1934962.056,132400.2895
MOZ,2014,55672.18549,26259.35989,1987383.829,140345.0382
MOZ,2015,66078.23333,26796.79444,2132202.047,139961.946
MOZ,2016,118196.4274,30348.79458,2598189.312,148585.7023
MOZ,2017,122582.9873,31157.85559,2301035.192,143457.6466
MOZ,2018,125846.0826,31148.74356,2324500.511,146352.0413
MOZ,2019,129332.0107,31971.83673,2348196.225,149313.7
MMR,1990,123844.1906,19495.94935,2335741.464,322759.6199
MMR,1991,124437.18,19545.56509,2293159.566,326246.4432
MMR,1992,131150.3304,23535.16619,2385674.733,332797.1052
MMR,1993,141685.5415,23280.83732,2248098.498,329659.5543
MMR,1994,157274.214,25058.65372,2293521.779,333494.6925
MMR,1995,171820.4057,24988.54152,2343010.322,336151.4573
MMR,1996,175047.2896,24428.22141,2315028.91,333709.9543
MMR,1997,171399.7895,26422.73532,2364142.817,330985.3173
MMR,1998,178986.162,28284.86774,2416559.393,331438.9932
MMR,1999,186945.4493,33464.55919,2367770.221,331026.3327
MMR,2000,190723.2916,31535.94005,2418774.464,332887.8546
MMR,2001,181767.8484,30865.70059,2477504.896,342258.6783
MMR,2002,191049.7554,31592.839,2559362.989,353447.8586
MMR,2003,204960.2982,34993.64945,2714266.125,364321.5396
MMR,2004,285309.4649,35827.76793,2683070.521,401919.1398
MMR,2005,206850.235,37426.79587,2683887.938,380571.9512
MMR,2006,215090.9788,36755.50226,2696426.794,395608.1535
MMR,2007,241622.3471,45334.49579,2725597.226,422941.9455
MMR,2008,222954.2604,44963.71463,2757171.733,423892.5287
MMR,2009,226716.0986,40436.56309,2751553.169,425831.6076
MMR,2010,231421.528,40039.10931,2714005.646,427897.8217
MMR,2011,236024.6436,40617.0944,2727086.73,430307.9661
MMR,2012,271123.4115,45117.01005,2794146.894,433129.1305
MMR,2013,300190.5012,43483.66032,2843925.168,436127.8995
MMR,2014,335199.8831,44446.49482,2906113.212,439933.6782
MMR,2015,356448.8273,46081.86884,2956461.808,443669.251
MMR,2016,403759.9303,68520.14584,3017799.144,447461.2721
MMR,2017,540228.6976,97949.08302,3242979.115,451353.5722
MMR,2018,560339.0067,129331.9691,3263790.67,455166.0231
MMR,2019,573915.3935,141558.1401,3272663.917,458705.2843
NAM,1990,3242.736731,80969.26429,35886.06646,20464.17571
NAM,1991,11646.00108,84085.74586,114627.6261,21963.58214
NAM,1992,12522.30597,92316.22776,121208.2228,21650.56507
NAM,1993,13600.41392,87975.04939,123569.8253,20939.94933
NAM,1994,15148.87069,76041.70508,128390.9203,20961.90634
NAM,1995,16848.48759,76706.67571,135350.8734,21047.90838
NAM,1996,21316.01112,44379.1561,134639.1165,21054.28547
NAM,1997,20978.09154,58905.98833,134570.7926,21818.31794
NAM,1998,21197.0591,23064.96248,133774.9451,22724.21916
NAM,1999,21059.75385,27777.63044,133609.366,23834.14142
NAM,2000,20374.66662,33381.19139,134257.4769,26019.06349
NAM,2001,24985.6041,63378.54988,140870.7321,25942.24685
NAM,2002,21704.88894,61865.15293,131495.2633,25412.35251
NAM,2003,22319.18622,107355.0372,131676.4434,25774.99918
NAM,2004,22478.36993,174990.2581,140967.1614,25801.37692
NAM,2005,23010.65122,185072.0444,159178.202,31135.38536
NAM,2006,21163.95667,180074.3098,138958.2332,26595.20089
NAM,2007,20485.0736,197374.9057,134408.4443,26551.51208
NAM,2008,22020.58299,184835.1855,135206.2106,28265.29581
NAM,2009,21001.38389,200082.798,133099.2116,27981.63824
NAM,2010,19810.37571,223044.6344,128219.374,27945.68285
NAM,2011,19369.55136,242411.5908,126239.9538,27773.93531
NAM,2012,19917.22754,233717.1087,123945.1826,31117.47537
NAM,2013,20118.34442,211379.5438,123050.2366,28841.76054
NAM,2014,20265.32405,229538.0647,129831.963,30844.92397
NAM,2015,20769.5106,182959.0047,135727.6765,30437.48902
NAM,2016,21107.21509,205641.408,136844.4156,31104.59997
NAM,2017,20451.17828,206897.7702,137888.8962,31775.26273
NAM,2018,20245.49696,213401.4424,140332.8392,32436.97837
NAM,2019,20232.28399,217892.1979,142405.6555,33095.46718
NPL,1990,70096.20384,14155.03741,1295999.429,182979.6342
NPL,1991,72762.08626,15426.48068,1328941.441,187938.9671
NPL,1992,72928.44492,15842.18805,1353074.955,193200.1602
NPL,1993,75177.64424,16884.89447,1384942.7,198442.9183
NPL,1994,78728.69522,18565.76508,1423909.119,203911.2329
NPL,1995,82208.84858,18611.77673,1458085.951,209258.9096
NPL,1996,84055.50045,18758.08982,1487168.352,212245.974
NPL,1997,87426.18813,20433.26909,1519959.371,213600.6798
NPL,1998,90310.99334,21198.76109,1553123.275,216221.3698
NPL,1999,91419.24798,24191.27286,1629444.86,219495.1932
NPL,2000,94268.05579,25679.62412,1729382.922,223661.0497
NPL,2001,95278.25257,26194.66008,1782422.503,225557.9119
NPL,2002,97224.70109,24113.44444,1810654.845,231759.6441
NPL,2003,99650.28027,24729.61869,1857916.351,235425.1041
NPL,2004,105256.6491,25757.00716,1894001.617,247526.3296
NPL,2005,100935.7422,27538.41721,1954145.068,236334.2526
NPL,2006,104132.6974,28255.98659,2000397.24,242519.5617
NPL,2007,104638.2695,28947.79113,2044120.079,244302.7564
NPL,2008,108453.4363,29833.82921,2096055.165,245029.2673
NPL,2009,116029.682,31381.80083,2123033.802,247147.9899
NPL,2010,120505.2609,34884.60687,2182783.458,249398.2728
NPL,2011,125091.9034,37027.82419,2245238.343,252241.6731
NPL,2012,128098.5043,38964.51506,2102488.77,252029.5518
NPL,2013,139228.6474,38377.84615,2296207.871,257998.3799
NPL,2014,148385.9349,43727.12431,2371473.289,261254.1956
NPL,2015,143362.4476,44403.16163,2405853.66,264456.0246
NPL,2016,169972.8608,54886.28138,2501567.712,267608.3547
NPL,2017,185946.4575,62147.03442,2585410.892,270946.0921
NPL,2018,197150.6376,88500.41662,2836464.84,273974.3092
NPL,2019,203138.8075,90236.91214,2851207.293,276662.6064
NLD,1990,613217.3751,197310.2738,1162694.36,211795.714
NLD,1991,602468.4529,183624.4855,1066041.492,215746.9917
NLD,1992,585888.9808,172860.0959,1025326.787,217118.0281
NLD,1993,575057.8189,161666.9178,998184.573,215479.0842
NLD,1994,538190.2213,148089.1925,949178.7413,212505.6295
NLD,1995,525382.3278,135345.717,938875.7885,210080.627
NLD,1996,508742.1247,122799.5698,921624.9119,207041.1527
NLD,1997,472142.8855,108206.6576,866532.7451,198825.2283
NLD,1998,453574.3339,99454.51448,833002.223,191663.8706
NLD,1999,445430.6471,92706.0341,799394.6526,193068.1996
NLD,2000,426518.8838,76510.11987,760987.4685,181773.0066
NLD,2001,415155.8176,77316.96147,759509.442,175239.4249
NLD,2002,400543.4511,69728.25739,751416.3105,170087.8923
NLD,2003,393175.8647,64880.64757,745364.1977,161540.6706
NLD,2004,380355.6828,67451.72562,756309.1142,163298.8366
NLD,2005,373903.1494,65955.27633,737593.414,162508.8896
NLD,2006,366161.5051,66258.99881,747992.6224,161228.3444
NLD,2007,349862.371,61984.1183,734972.4175,164735.3662
NLD,2008,341891.0001,52252.8003,738822.5588,167357.25
NLD,2009,312886.7358,39128.70446,685024.1229,166905.1603
NLD,2010,308187.9958,35726.70584,684515.699,164743.2853
NLD,2011,290694.1385,35051.24056,659672.5484,158578.7955
NLD,2012,272002.9955,34980.23089,625831.9391,154039.525
NLD,2013,262607.4833,30971.95974,597116.1697,151488.9362
NLD,2014,239284.5968,30576.36527,571044.8122,154122.1814
NLD,2015,241610.2843,31149.34654,573065.32,157741.9567
NLD,2016,226225.6711,28811.22882,561367.4672,157981.2788
NLD,2017,217996.5459,27130.54412,561195.0672,159395.9278
NLD,2018,209148.3086,26002.94491,549366.7059,159935.5244
NLD,2019,197663.6551,24180.50654,526103.2939,160362.449
NZL,1990,130878.899,61895.28274,595321.8602,115179.8292
NZL,1991,132968.4258,61303.61741,589691.0132,116524.8446
NZL,1992,140693.4891,63054.1222,597705.4318,119444.3797
NZL,1993,138777.0805,63439.95329,598710.4742,121899.1567
NZL,1994,139723.0892,62002.64011,625186.3134,129601.484
NZL,1995,142529.3912,64037.72369,633958.259,136415.3339
NZL,1996,145238.1732,61864.33721,631396.4569,132716.3978
NZL,1997,151332.6936,61024.26158,647725.3408,133852.5531
NZL,1998,144399.6318,59037.93663,655218.9529,135110.7507
NZL,1999,152129.2806,59552.99377,667154.4664,141159.7572
NZL,2000,161789.5959,63566.88428,666892.2507,148381.5318
NZL,2001,168616.5274,68855.39741,668644.4495,155750.1133
NZL,2002,173336.6258,70034.82814,688861.7571,169739.3525
NZL,2003,181262.3201,83887.92494,706838.185,175539.6916
NZL,2004,177334.7148,79222.56189,731810.6083,181257.1918
NZL,2005,185276.3477,84703.98831,721073.8519,169891.5802
NZL,2006,181418.2555,80061.41514,722167.5653,168715.8651
NZL,2007,179486.8837,74416.49476,732018.669,173470.2454
NZL,2008,180262.2306,82271.76554,714599.2361,165485.7032
NZL,2009,167104.2956,66923.10447,698641.2021,172157.319
NZL,2010,164861.3115,63309.19672,710116.2647,178179.854
NZL,2011,166639.4643,64918.94582,705576.0035,178800.3586
NZL,2012,172704.7664,69766.39116,688893.6467,181898.5321
NZL,2013,174273.8549,65071.89344,689655.9211,187184.3228
NZL,2014,177686.5698,68608.24824,684731.5985,192262.3605
NZL,2015,175891.2662,68047.77161,682800.5746,189233.6654
NZL,2016,165896.4541,62457.41791,671754.1401,190749.8427
NZL,2017,170722.5377,62447.58048,680180.1627,192550.5953
NZL,2018,164276.6633,61912.04796,660762.3486,194236.1389
NZL,2019,162808.2977,63073.38718,644848.5394,195992.5702
NIC,1990,21269.28889,16522.91215,332971.078,37973.26038
NIC,1991,21437.98471,16256.51203,356932.0079,34612.06859
NIC,1992,23520.95905,19278.52969,386499.0986,36085.06196
NIC,1993,24216.97798,18385.61947,388242.4541,37359.96518
NIC,1994,26408.75661,20071.76984,387555.833,35460.67865
NIC,1995,28578.94002,21847.26304,405417.484,37144.81101
NIC,1996,30405.56062,24492.66331,413662.0461,37199.41254
NIC,1997,35242.85767,25151.38053,426117.553,38124.13301
NIC,1998,39094.66065,28916.06235,453984.9047,38843.10745
NIC,1999,45307.90586,29495.09852,476923.6807,47838.64505
NIC,2000,48977.23868,32244.25353,488580.0087,48903.50827
NIC,2001,50183.7508,34261.15379,494205.9563,49023.1366
NIC,2002,51045.06592,36578.57993,515032.3512,50154.54195
NIC,2003,50741.38357,38010.62575,502557.304,51986.85795
NIC,2004,51623.78515,38857.95787,509542.5412,52665.8779
NIC,2005,50278.36687,37522.07923,505824.9197,52445.11255
NIC,2006,53304.76083,39492.63483,494628.9054,56359.48302
NIC,2007,55637.44499,37006.95229,510425.6169,59119.38073
NIC,2008,53713.04381,36654.02224,504002.4754,59143.87077
NIC,2009,55591.16438,35633.70035,533805.8164,60075.39656
NIC,2010,55662.85112,36039.73971,545990.5287,63070.99547
NIC,2011,58491.96788,37969.8225,558727.3532,59744.99461
NIC,2012,58474.34755,35721.663,593197.8923,65070.30859
NIC,2013,56210.09714,31501.08191,602689.298,63099.46789
NIC,2014,58811.99904,33000.22286,611910.1134,64252.35295
NIC,2015,64632.74802,36346.29601,650344.1851,69053.73081
NIC,2016,63160.15859,35379.74619,683114.3148,70050.77769
NIC,2017,64234.33869,32967.04752,683644.9564,70419.78935
NIC,2018,65653.13247,33941.88868,687887.7045,71118.00001
NIC,2019,64399.88923,33062.74661,665872.5599,71793.66204
NER,1990,8427.276014,724.7015928,214753.4922,51797.84976
NER,1991,8814.793898,758.6549603,225546.0901,54088.60271
NER,1992,9195.647948,789.7507068,235143.067,56430.37694
NER,1993,9613.936559,822.1958521,246352.8091,59443.71594
NER,1994,9963.335122,855.3756012,257414.0553,62217.82428
NER,1995,10372.79241,884.3343054,266839.3125,65227.28484
NER,1996,10691.3341,908.2007877,279337.2124,68270.66379
NER,1997,10948.73678,929.5591759,285246.0124,70561.34087
NER,1998,11328.56545,952.5548428,299552.5667,73821.87428
NER,1999,11644.1827,977.0486303,338038.6027,77768.42574
NER,2000,16687.72469,4831.774803,302010.477,78626.61886
NER,2001,17236.19829,4913.78548,310009.7905,82111.4888
NER,2002,17758.29468,5195.888108,315963.6024,85337.81194
NER,2003,18759.26239,5555.195714,328447.0414,88715.08439
NER,2004,19496.8397,6004.370793,339836.3266,92569.27301
NER,2005,20267.38659,5798.178288,349593.6907,96204.56647
NER,2006,20823.67333,5678.944819,360703.5318,99209.68374
NER,2007,22354.94049,5754.401182,376624.731,103149.0819
NER,2008,23140.88078,6486.195079,387090.3862,107648.0802
NER,2009,25558.64783,7406.741348,407996.3742,113150.7605
NER,2010,28102.28213,9319.99859,424096.6928,116709.9674
NER,2011,27368.04166,9655.0711,366042.7622,115323.761
NER,2012,32229.63178,9794.984049,428266.8273,120871.5662
NER,2013,34181.96748,10484.74915,516174.802,129382.6914
NER,2014,35632.98497,7903.213157,537381.2818,135128.9301
NER,2015,37097.605,7851.553728,562850.6363,141169.9869
NER,2016,38010.36818,8086.654597,560151.1486,146784.1191
NER,2017,39308.98096,8442.331996,578611.8129,152732.9662
NER,2018,39799.88982,8471.525928,577781.2073,158422.6896
NER,2019,40524.94094,8533.502963,578135.1083,164338.1976
NGA,1990,343301.8668,99869.48432,11843768.67,622770.3381
NGA,1991,381797.5277,103127.7612,12525827.85,639132.2384
NGA,1992,437709.1593,143947.3951,13183311.78,657583.2943
NGA,1993,413634.7988,127929.3603,13217822.5,677770.2034
NGA,1994,380867.5317,98594.0937,13290747.22,694069.5838
NGA,1995,406847.8855,100949.1852,13728807.85,703729.3349
NGA,1996,442775.9255,121276.8038,14196689.67,724228.9641
NGA,1997,485319.7988,106035.6119,14994233.61,740209.0707
NGA,1998,454599.1829,85456.71896,15546740.3,764848.8221
NGA,1999,475336.0374,92057.96978,15624246.17,789110.173
NGA,2000,513224.693,83021.11819,16450203.62,808455.2008
NGA,2001,574994.6867,94561.80423,17604081.26,841449.6872
NGA,2002,588181.6488,97834.33325,17636707.82,860103.7298
NGA,2003,611575.0494,103906.5671,17863458.55,888927.2463
NGA,2004,623945.2352,119914.9391,18148643.84,911405.7742
NGA,2005,641352.4481,105372.0531,19099021.6,943674.1947
NGA,2006,600009.1281,77732.37188,19074679.78,976866.3405
NGA,2007,575219.9961,59255.75488,19910697.61,1022041.595
NGA,2008,629925.1452,82459.50535,20480732.56,1071767.431
NGA,2009,612978.8861,59872.12118,20624499.62,1079964.418
NGA,2010,683128.2246,77737.19179,21735538.98,1149684.675
NGA,2011,680960.3627,78010.61818,22390628.84,1160510.56
NGA,2012,705285.6278,84547.13134,23571240.11,1206105.905
NGA,2013,689344.1848,101740.087,23472132.22,1246206.989
NGA,2014,638902.8901,100271.948,23498392.92,1232833.726
NGA,2015,615721.3031,92758.40481,23707818.32,1256079.566
NGA,2016,651148.9271,98299.80069,24368038.93,1287673.997
NGA,2017,657161.2017,99561.33654,24806751.97,1320250.551
NGA,2018,671743.4533,102710.4393,24890322.23,1338948.978
NGA,2019,682339.6642,105259.5538,24946347.52,1357920.882
NIU,1990,24.97913229,20.37218234,133.7662844,18.37501406
NIU,1991,24.59131271,20.01335901,126.7817594,18.37205264
NIU,1992,24.27054293,21.83045684,124.0720618,18.51924986
NIU,1993,23.29115595,22.28213894,119.2132228,18.45232748
NIU,1994,25.43663279,21.44368791,118.0602928,19.04475456
NIU,1995,43.01485778,40.38626187,175.3280263,19.20848736
NIU,1996,40.66008898,36.84421739,161.0631764,19.71977079
NIU,1997,38.48100406,38.62016267,141.6858396,19.68568995
NIU,1998,37.01573774,40.9391851,126.8695751,19.65278689
NIU,1999,36.16120993,44.24722192,117.4609257,19.53815059
NIU,2000,37.38558816,43.06936407,113.0999261,19.4935145
NIU,2001,35.90909091,45.89543778,106.509635,20.75434597
NIU,2002,49.50847927,72.79722342,122.0837434,20.77161476
NIU,2003,48.16311387,73.36669152,117.5051675,20.66873962
NIU,2004,47.34383141,67.72760707,103.1972369,20.55549032
NIU,2005,43.48611862,63.5137164,98.85475449,21.04836843
NIU,2006,44.29619852,60.20628237,96.38059788,21.04309702
NIU,2007,31.45582662,53.51872691,79.57705763,21.59212219
NIU,2008,34.41602809,49.55848179,100.6826273,21.56401416
NIU,2009,33.98115167,41.27658987,107.9399095,21.77602622
NIU,2010,37.66048239,38.96650623,109.6746513,22.04668266
NIU,2011,55.70752727,39.41129094,134.4943463,22.23415123
NIU,2012,55.50155402,40.9365193,120.8514782,22.32676873
NIU,2013,48.63761862,41.7579801,105.1171556,22.41427702
NIU,2014,47.64557474,44.49970525,96.10194573,22.70441336
NIU,2015,52.80301718,50.45842614,103.7857546,22.89082055
NIU,2016,48.83811385,51.64465543,90.4265593,22.8747003
NIU,2017,48.66562955,53.928095,90.33663591,22.91739595
NIU,2018,48.29514175,56.27560077,90.02817349,22.97339217
NIU,2019,48.85045905,59.90392852,91.01848709,23.02368565
PRK,1990,649888.0943,319313.6613,16753267.32,109421.2645
PRK,1991,592343.3869,286501.8986,14914696.07,110598.4568
PRK,1992,522009.1798,268671.4928,12448109.64,111817.0876
PRK,1993,479827.0125,253948.9859,11283310.32,112710.198
PRK,1994,392245.0436,236647.1799,8353817,112618.6485
PRK,1995,390598.1957,233238.4751,8903530.357,112276.8387
PRK,1996,326285.6097,225391.9683,7070039.874,110057.4921
PRK,1997,267697.2816,223700.5668,4956168.665,107328.7038
PRK,1998,278723.9304,217650.4747,5629890.586,106139.3137
PRK,1999,247507.843,236282.9564,4357322.427,106141.684
PRK,2000,284662.5855,250202.2167,5253971.672,106372.8202
PRK,2001,291901.5195,258493.4065,5354820.948,113521.4557
PRK,2002,282210.0885,250237.2274,5203690.49,110873.7911
PRK,2003,285225.7484,253787.3176,5278181.134,111707.3646
PRK,2004,288988.9879,260330.3904,5343720.652,112240.0371
PRK,2005,293940.1688,271548.6665,5565409.103,112907.7542
PRK,2006,289294.2642,272423.8711,5102100.031,113518.7202
PRK,2007,250816.8784,244312.4838,4615497.159,114018.0101
PRK,2008,268083.4801,262274.5672,4825907.687,111587.652
PRK,2009,216291.438,215950.8771,3914929.279,110799.1001
PRK,2010,198672.4455,199174.8192,3571337.034,110848.7089
PRK,2011,156037.2097,176001.668,2809905.016,110164.4003
PRK,2012,154696.0893,181070.1694,2796047.316,110432.7304
PRK,2013,127516.9235,157445.3462,2346492.002,110133.8191
PRK,2014,127681.883,165048.754,2350183.748,110913.1772
PRK,2015,111021.3816,157145.1847,2068224.89,111079.5178
PRK,2016,119480.9356,170257.4981,2145276.539,111787.1341
PRK,2017,106215.5677,150608.0774,1856487.313,111942.0328
PRK,2018,147161.0945,177038.6586,2415102.28,113506.3921
PRK,2019,153609.9593,175258.7068,2410970.265,114064.3761
MKD,1990,54102.70992,109191.3322,177412.0527,22274.14062
MKD,1991,51365.24981,88961.55384,173712.5235,18063.3789
MKD,1992,49482.03049,85970.41084,167745.2557,18684.46115
