country_code,Year,Nitrogen oxide (NOx),Sulphur dioxide (SO₂),Carbon monoxide (CO),Ammonia (NH₃)
SLV,1999,53315.98637,33896.50009,538189.3193,40227.40833
SLV,2000,53196.06401,35130.14216,507287.6113,38990.89961
SLV,2001,59648.3585,39450.36825,496814.2992,40404.54154
SLV,2002,60029.95964,42426.1709,471877.3575,39747.82723
SLV,2003,61092.54351,42670.73061,483738.9123,37914.81426
SLV,2004,59435.06118,40670.3594,486756.0041,40814.84837
SLV,2005,60783.15328,45894.90113,482443.6956,41691.76514
SLV,2006,67172.81577,49420.43079,472122.8092,41658.30167
SLV,2007,68204.15069,52636.27977,374539.9421,38467.86548
SLV,2008,62745.98402,42934.71367,366159.8116,39757.90702
SLV,2009,61307.98048,39513.96563,335090.9835,38354.24858
SLV,2010,56380.37274,36050.74022,331360.6987,37748.32869
SLV,2011,58231.23165,38994.00632,346956.4161,37189.82531
SLV,2012,54983.13166,41690.49416,308075.8123,37589.48313
SLV,2013,54133.51856,36135.27229,311290.2397,32957.257
SLV,2014,55599.54607,36152.53239,342251.0459,35378.80376
SLV,2015,59040.37767,36303.61049,365810.7706,36073.23913
SLV,2016,60061.30883,37522.29175,376427.114,36242.75191
SLV,2017,50141.72725,25279.92507,390176.8097,36441.3628
SLV,2018,51021.35119,26048.85143,391905.8746,36571.49934
SLV,2019,49845.48393,25366.23538,377358.6865,36675.52656
GNQ,1990,1079.129741,610.2414515,38432.24617,1724.731094
GNQ,1991,1467.352614,968.9164248,40135.19847,1754.527367
GNQ,1992,1530.783814,984.1860363,39708.8418,1763.797545
GNQ,1993,1122.632712,501.2319921,39103.80649,1798.382913
GNQ,1994,1669.45428,260.2092502,39980.78403,1752.961563
GNQ,1995,1901.074562,664.4772438,42359.062,1844.831176
GNQ,1996,1904.799256,604.7089833,45012.92965,1938.414438
GNQ,1997,2686.262639,1330.632319,48301.31912,1991.680336
GNQ,1998,2543.424249,942.118561,48680.89867,2033.756045
GNQ,1999,3959.277937,2015.554782,50018.16204,2074.815004
GNQ,2000,3879.101995,1825.857803,50438.27754,2087.02666
GNQ,2001,2905.40225,859.0404175,46892.3502,2135.414096
GNQ,2002,11883.2711,4081.045362,81644.32808,2194.695831
GNQ,2003,30296.90336,9504.079844,161610.8924,2296.505353
GNQ,2004,28692.38974,6419.456239,161258.5761,2326.314776
GNQ,2005,16022.16397,3449.879907,103834.1029,2299.148637
GNQ,2006,16342.78766,3459.294046,106254.5726,2330.870017
GNQ,2007,16610.33314,3562.511069,109256.8707,2369.525106
GNQ,2008,17739.36738,3474.487204,115011.6483,2415.335769
GNQ,2009,14830.4382,3277.856882,101201.7579,2446.213387
GNQ,2010,15394.42014,3294.308468,104447.9938,2489.182238
GNQ,2011,14066.53872,2706.74014,101281.7115,2558.736704
GNQ,2012,14834.23411,2708.616545,106476.1103,2625.694615
GNQ,2013,14360.46477,2588.482951,104317.4007,2644.479325
GNQ,2014,14634.96444,2811.183677,103808.9567,2688.946527
GNQ,2015,15036.66336,2902.320149,107139.3065,2748.722923
GNQ,2016,14088.47199,2880.456775,103572.3186,2810.935693
GNQ,2017,13898.28945,2937.010398,103010.4039,2887.305876
GNQ,2018,14264.77689,3065.620666,104447.3515,2943.092952
GNQ,2019,14571.68527,3171.002025,105581.7294,2998.788135
ERI,1990,3280.93631,398.4924963,135412.8456,18553.01837
ERI,1991,3317.098085,402.5646331,137636.3411,18737.13538
ERI,1992,4924.449464,4324.674608,149335.034,19232.75554
ERI,1993,7554.979025,5218.899833,176730.5096,19994.77306
ERI,1994,9599.562139,5924.322754,201975.9001,20931.68452
ERI,1995,10061.65608,6299.5177,203959.0837,21240.26565
ERI,1996,10855.68445,7115.530842,210617.6322,23113.67919
ERI,1997,11804.35161,6108.23372,218448.7253,24668.0886
ERI,1998,12017.57883,3870.821777,216455.7903,25578.12847
ERI,1999,10201.38604,3892.449165,146614.7239,23761.08899
ERI,2000,11379.91551,4006.846946,151087.0111,24429.94646
ERI,2001,11318.16723,4462.016244,155184.2671,24372.37107
ERI,2002,12006.77675,4695.598131,162984.9721,24705.16386
ERI,2003,11958.92238,5055.403425,168151.5705,25723.4081
ERI,2004,12192.50951,5198.540391,161209.4726,26154.06512
ERI,2005,12411.17289,4761.897545,151351.9915,26631.2719
ERI,2006,11679.80291,4313.39839,153382.2826,25826.11621
ERI,2007,10935.19782,4300.918827,157259.7857,27473.83821
ERI,2008,11033.49979,3846.541521,161751.1326,27864.12738
ERI,2009,10163.11692,4121.403618,165512.1431,28257.82885
ERI,2010,10403.07677,4286.410796,170073.452,27529.27257
ERI,2011,11014.46966,4591.752029,176626.9295,29088.48111
ERI,2012,11544.17232,4846.446266,180264.2098,29388.58143
ERI,2013,12010.56082,5029.186443,184019.9409,29778.87208
ERI,2014,12199.09192,4789.959936,187297.4051,30144.17645
ERI,2015,12260.69657,4909.757744,190586.9858,30481.10412
ERI,2016,12081.69735,4981.220229,194801.2772,31205.65495
ERI,2017,12151.81559,5213.107811,196295.5133,31878.12933
ERI,2018,12115.17605,5370.57232,198235.0045,32584.57638
ERI,2019,12076.16162,5517.312458,200196.9459,33302.69038
EST,1990,80393.47053,272471.4061,236369.0412,22338.84721
EST,1991,74307.67076,250141.6423,228841.896,21311.21818
EST,1992,47201.39435,191011.0503,135061.3284,18444.0577
EST,1993,42566.778,155248.0708,128388.2426,14950.00008
EST,1994,46605.65144,150059.76,162607.6054,13909.6588
EST,1995,45603.20597,115745.4898,212207.1642,12318.01089
EST,1996,49886.35879,124688.1688,244865.3514,10952.72017
EST,1997,48657.01742,116074.7714,247904.4648,11083.43954
EST,1998,46947.44473,104282.814,218734.6943,11027.92572
EST,1999,41720.08758,97766.47468,202932.8741,10252.33405
EST,2000,42737.02784,97086.36032,198315.453,10008.6146
EST,2001,45219.08359,90650.57901,200155.338,11299.68884
EST,2002,46835.46756,86894.14452,189579.322,11463.79433
EST,2003,47701.79054,100200.0487,182430.447,11065.056
EST,2004,44637.62932,88089.37306,173433.6677,11656.07431
EST,2005,41611.74478,76144.84084,154996.248,12157.69845
EST,2006,40020.69151,69807.34746,141183.947,9447.790951
EST,2007,44563.6329,88034.40166,156925.376,10046.95491
EST,2008,40705.62962,69469.36961,155945.8302,11915.45918
EST,2009,35658.73934,54878.0348,155522.6908,12460.94298
EST,2010,42116.72118,83291.742,156420.307,11302.29868
EST,2011,40538.26002,72714.4071,131502.6892,11745.53485
EST,2012,37464.6682,40591.44506,141624.8937,12419.35284
EST,2013,36294.08339,47359.13075,133981.38,13068.68447
EST,2014,35775.63813,46896.54433,128484.9277,13348.68781
EST,2015,31906.67086,41660.35479,128423.448,13989.31998
EST,2016,31544.60729,41791.51907,139571.228,13726.78742
EST,2017,32364.43316,40690.18732,137871.851,13970.72426
EST,2018,30092.4433,40134.18991,134958.1609,13931.96867
EST,2019,28647.35374,40746.17703,129261.7375,13903.60605
SWZ,1990,3153.66126,11655.05802,70242.06233,8752.83861
SWZ,1991,3138.130296,11710.66252,71909.87635,8835.395764
SWZ,1992,3311.641119,11660.73015,71384.6331,9051.920879
SWZ,1993,2799.901149,8800.010413,71050.84493,8144.140064
SWZ,1994,3342.319489,14756.80691,66520.14364,7910.405312
SWZ,1995,3457.126381,14600.32624,68851.47954,8163.431077
SWZ,1996,3611.999784,14462.99266,70419.82733,8495.537974
SWZ,1997,6614.81598,20827.45779,89265.04533,8668.171844
SWZ,1998,6863.894628,22472.79632,87580.31907,8761.975917
SWZ,1999,6840.920335,20511.37065,89326.02502,8908.059976
SWZ,2000,9855.321573,11046.93967,85845.91638,9093.207724
SWZ,2001,9859.886537,11221.26799,88433.16808,8694.977346
SWZ,2002,9947.46752,10546.81054,86551.06862,8860.471716
SWZ,2003,9502.876684,9363.466968,84910.7985,9386.726013
SWZ,2004,8918.698434,9821.286984,84497.39662,9464.496924
SWZ,2005,10242.62038,6639.730557,84607.74612,9648.358244
SWZ,2006,11367.81182,6380.075181,88611.6115,9475.268073
SWZ,2007,13395.58979,6598.271557,92841.36529,9455.337944
SWZ,2008,13547.1861,6656.004997,93848.15882,9458.899114
SWZ,2009,12764.1974,6118.656273,78825.43222,9040.792508
SWZ,2010,12393.73868,5944.019261,73158.63254,9225.40485
SWZ,2011,11280.34848,4686.360002,78589.78609,9307.465954
SWZ,2012,11830.72739,4850.192562,81910.18297,9391.599525
SWZ,2013,10739.56882,4852.858803,77706.50512,9347.000373
SWZ,2014,10524.45892,4986.248431,78447.55046,9433.99666
SWZ,2015,10873.33089,5066.983951,80644.7401,9436.329365
SWZ,2016,11154.44188,5176.127439,81959.33116,9553.164284
SWZ,2017,11362.2493,5342.729564,82625.39516,9672.840293
SWZ,2018,11259.9815,5245.731153,82285.45888,9772.255531
SWZ,2019,10999.57788,5006.985302,81679.43251,9867.729841
ETH,1990,151445.0196,21770.33907,5201960.182,402260.5851
ETH,1991,163690.479,22886.70123,5348107.513,411092.2319
ETH,1992,103993.8199,14638.08399,5461196.494,423079.9669
ETH,1993,96483.5036,17065.03208,5658438.683,430355.9656
ETH,1994,98514.67275,19319.21638,6275122.201,455963.5049
ETH,1995,103039.3051,20448.52338,6491996.609,465844.8417
ETH,1996,108129.5992,21348.92838,6698717.608,489196.3978
ETH,1997,110778.7637,22403.87649,6896723.831,501634.5744
ETH,1998,115527.5936,23467.09363,7097763.593,529869.4167
ETH,1999,117243.0118,23434.89487,7300313.397,537506.3853
ETH,2000,119961.8758,25040.20956,7513969.432,536073.1768
ETH,2001,129994.729,28188.59831,7749846.906,566925.7202
ETH,2002,135575.1842,29175.39277,7978124.319,595392.4511
ETH,2003,138036.607,28578.18711,8206062.18,590261.1361
ETH,2004,145292.3889,31579.55649,8434716.262,615559.5566
ETH,2005,147440.212,32220.90938,8665640.594,635024.4678
ETH,2006,153990.2869,33675.77174,8904761.106,665474.6214
ETH,2007,166929.4301,33915.1308,9147548.83,702751.8268
ETH,2008,183044.563,37801.89166,9405057.538,730822.8541
ETH,2009,188318.4541,38359.20078,9666964.878,761226.6111
ETH,2010,177396.2454,38556.42974,9913550.413,791483.6202
ETH,2011,184144.1828,43079.14735,10183609.77,800707.093
ETH,2012,191456.2692,44247.61675,10461563.38,830932.7989
ETH,2013,204188.7836,49750.10763,10739108.95,850989.3049
ETH,2014,216315.7992,45497.97376,11025278.53,885350.9838
ETH,2015,219489.346,42539.01479,11203125.87,909841.1828
ETH,2016,238362.5119,47735.43601,11355714.41,928215.3624
ETH,2017,249259.3516,51261.14139,11451949.21,945434.9727
ETH,2018,254116.3748,52930.92627,11538069.81,962803.3891
ETH,2019,257489.5589,53347.20781,11617435.15,980326.1095
FJI,1990,17839.01384,4518.931224,23909.28358,6348.437018
FJI,1991,14739.16704,3675.456042,20260.01259,6332.98609
FJI,1992,16097.69293,4227.18239,21886.56517,6490.193702
FJI,1993,17257.49327,4556.69613,23265.00814,6767.249419
FJI,1994,14431.12615,4728.276843,18078.74767,7169.998249
FJI,1995,14245.19794,4804.592217,19488.05997,7519.137953
FJI,1996,14574.6109,4735.699469,19142.81178,7548.66262
FJI,1997,12734.79466,3970.069172,17417.66914,7645.097307
FJI,1998,11620.66794,4039.123469,15879.92404,7568.630778
FJI,1999,13886.45312,4869.65671,15929.13471,7491.977023
FJI,2000,15427.88959,5247.178967,16638.33607,7383.517747
FJI,2001,16965.59248,7106.627249,17569.37871,7496.193253
FJI,2002,19367.55807,5540.560797,17750.71798,7848.791995
FJI,2003,22289.26482,5727.81292,19592.08855,7791.747832
FJI,2004,26301.44034,7058.758235,20280.0583,8016.399854
FJI,2005,25878.05169,7961.804555,19770.14391,7928.514927
FJI,2006,24420.72764,7633.64079,18908.77562,8350.201171
FJI,2007,21659.33917,5603.771492,17843.84074,9124.112708
FJI,2008,18282.07619,4661.829066,17772.64604,10376.2433
FJI,2009,11993.75084,3095.359393,14150.61732,8834.354767
FJI,2010,11712.50452,4521.038628,14483.22803,9139.893474
FJI,2011,14108.00106,4399.259262,17247.6981,8541.187343
FJI,2012,14941.47843,4573.39609,24445.59216,8729.139017
FJI,2013,14303.42358,4646.339624,24252.46711,7777.840483
FJI,2014,14121.95744,4944.669641,15126.10857,7656.069467
FJI,2015,14723.78948,5599.683899,15781.34926,7733.524902
FJI,2016,14457.05117,5719.769692,14925.06077,7760.318705
FJI,2017,14827.12094,5969.198488,14960.94378,7807.172067
FJI,2018,15112.42924,6225.202239,14929.06526,7850.629539
FJI,2019,15571.70838,6620.805134,14936.85283,7893.98177
FIN,1990,297683.8654,249903.8948,727033.6562,38448.51982
FIN,1991,295660.0345,206470.4583,698430.9016,36506.80432
FIN,1992,282007.773,157051.9798,678301.457,35038.02787
FIN,1993,286974.1021,138564.0362,663454.1411,34933.99685
FIN,1994,287687.9328,123966.7001,644978.3205,35746.00586
FIN,1995,266085.7176,105602.6084,638391.2948,35109.11768
FIN,1996,270081.293,109878.4815,630309.5385,36693.73094
FIN,1997,263887.129,101134.9841,624055.5586,38284.27993
FIN,1998,254595.2942,93670.53811,618423.7321,54373.37458
FIN,1999,254902.9665,92901.13412,599022.6034,56620.99558
FIN,2000,244656.015,83253.22725,568044.9687,52280.12048
FIN,2001,250628.2835,97250.3673,568646.3236,51636.84461
FIN,2002,248207.5793,91899.00942,552670.9616,51804.06646
FIN,2003,257612.5127,104218.7663,530014.0496,52548.82547
FIN,2004,242071.4944,85515.01593,515438.2622,52127.22952
FIN,2005,212098.0785,71421.59684,482964.012,52340.29642
FIN,2006,226770.7633,84619.01208,472754.3495,51575.77169
FIN,2007,214872.7268,83027.71336,453882.1843,52500.3533
FIN,2008,195381.8517,68572.33927,439211.176,46221.26578
FIN,2009,178205.1198,60708.89139,417284.7008,47655.46689
FIN,2010,186999.6535,67990.97631,430521.7405,49526.4037
FIN,2011,170104.1547,62195.3874,394769.9104,46209.38664
FIN,2012,159912.6224,52031.21797,386802.3401,45915.54235
FIN,2013,156526.9147,48858.05315,367275.5645,45487.2305
FIN,2014,148027.7662,45638.30383,360817.8081,45347.60844
FIN,2015,136599.5394,41694.16379,338380.0478,46162.80172
FIN,2016,131744.1739,41028.69828,345944.4698,46012.35369
FIN,2017,127126.9741,35916.16611,336710.9755,45705.05585
FIN,2018,121003.296,35260.86898,329402.3333,45805.95539
FIN,2019,110037.7129,31487.03092,308732.813,45864.38803
FRA,1990,2082072.591,1283301.574,10045965.18,790320.1327
FRA,1991,2131030.304,1379649.862,10553298.65,794171.9863
FRA,1992,2106286.738,1246341.845,9839559.939,745625.9882
FRA,1993,2020263.26,1088075.998,9381686.382,751821.8432
FRA,1994,1947828.087,1011820.74,8686074.297,763875.0151
FRA,1995,1907209.073,960531.2672,8711119.944,770221.9
FRA,1996,1889359.176,947104.8535,8146849.155,787486.9529
FRA,1997,1817803.084,803202.8342,7600614.302,781414.2561
FRA,1998,1844080.294,842975.8585,7292520.202,777517.4479
FRA,1999,1788474.518,724158.9844,6864942.741,781823.4699
FRA,2000,1727543.152,628910.5797,6228832.57,771919.9931
FRA,2001,1690395.343,567938.3687,5872355.086,782553.4625
FRA,2002,1655139.557,527497.5033,5638925.524,763013.2847
FRA,2003,1610621.674,502643.7989,5359513.628,752386.1452
FRA,2004,1581798.836,486521.8199,5450651.384,744232.3579
FRA,2005,1527584.598,466252.1502,4969287.316,722605.8589
FRA,2006,1443850.637,436482.0858,4400191.819,708425.505
FRA,2007,1385833.739,420709.5458,4245182.515,731751.0817
FRA,2008,1282045.832,356631.8622,4028307.622,707990.2708
FRA,2009,1196715.825,301177.8653,3569292.716,694668.3927
FRA,2010,1181089.231,281921.6872,3975736.207,725793.3947
FRA,2011,1119523.322,258602.0501,3318048.4,677807.5127
FRA,2012,1089003.235,239075.9793,2980645.086,696007.9135
FRA,2013,1077577.741,215702.6719,3061066.132,698513.2903
FRA,2014,1004849.425,174895.6854,2547479.838,696704.3323
FRA,2015,979600.2136,164264.3913,2517251.927,710202.1634
FRA,2016,937506.9732,145359.0381,2571849.1,712325.4079
FRA,2017,901231.5582,145070.4334,2522656.218,709509.7876
FRA,2018,851180.8773,137845.2129,2467385.313,712088.67
FRA,2019,799498.03,126041.0492,2401440.962,714846.2892
GAB,1990,12325.17544,2486.939354,161120.8188,7328.778871
GAB,1991,13217.21346,3123.455641,162089.3189,7639.365161
GAB,1992,13415.19822,4455.371482,164772.63,8010.978912
GAB,1993,14402.45952,4943.558408,168451.2129,8269.366421
GAB,1994,13563.03585,4684.06507,169306.7312,8243.704257
GAB,1995,14746.62233,4891.854802,174941.6987,8179.623095
GAB,1996,15935.33188,5600.744411,178722.9516,8549.998218
GAB,1997,16992.72604,5731.383461,184057.1456,8974.662676
GAB,1998,18418.41553,5983.603433,189535.3585,9101.717935
GAB,1999,17723.74005,5228.839404,193320.2964,9276.079862
GAB,2000,16988.8946,7440.986602,192045.5936,9487.686082
GAB,2001,16965.29734,6781.3686,201385.7801,9660.218481
GAB,2002,19072.37692,7243.737011,231819.232,11132.0587
GAB,2003,22803.40644,8226.368266,264521.3599,12653.52357
GAB,2004,25890.10778,8559.218539,292300.0194,14174.79979
GAB,2005,31123.00745,10868.81162,321153.173,15705.88239
GAB,2006,34199.71259,10017.08664,350764.1828,17225.54345
GAB,2007,39249.44771,9810.380976,383543.5262,18770.12295
GAB,2008,41130.18851,10203.63038,414514.6064,20309.39018
GAB,2009,42681.37384,9670.739802,443698.7679,21828.27023
GAB,2010,48687.44809,10731.55287,485204.5602,23370.17263
GAB,2011,40318.49321,10911.24044,398709.181,18862.35853
GAB,2012,35896.208,11307.17601,355460.9107,16803.15112
GAB,2013,51992.85223,13231.86903,495535.3037,23602.52266
GAB,2014,48275.65643,10582.67394,476726.0633,22591.97102
GAB,2015,48117.79234,10562.75583,484756.606,22988.39996
GAB,2016,48060.7122,10681.81056,479702.8971,22921.01308
GAB,2017,47287.17086,10680.34329,471372.3456,22815.37601
GAB,2018,48351.03788,11112.45315,472466.9286,22948.95282
GAB,2019,49160.3597,11459.62386,473061.3619,23081.19568
GMB,1990,1961.856009,1022.415749,44045.8108,4440.855309
GMB,1991,2051.840936,1061.933656,44699.94379,4627.430841
GMB,1992,1989.360251,1012.660855,43970.17841,4687.692637
GMB,1993,1970.959886,1035.653194,40379.82127,4715.89917
GMB,1994,1912.891662,1119.342661,37926.09542,4760.929335
GMB,1995,2019.931979,1140.532453,36972.12738,4832.992859
GMB,1996,2012.999656,1142.382084,37845.97082,4893.514662
GMB,1997,2088.180821,1092.635717,37611.5908,4990.034358
GMB,1998,2092.123116,1327.322997,37504.78946,5242.947596
GMB,1999,2277.112727,1384.918062,48192.02206,5569.480826
GMB,2000,2676.663405,1429.34081,49669.15447,5654.723445
GMB,2001,2847.181841,1536.062942,51817.15974,5739.930262
GMB,2002,2868.788216,1579.14409,51577.25108,5895.305901
GMB,2003,3026.842935,1571.126119,51808.49641,6331.810481
GMB,2004,3119.494729,1692.873616,50688.4287,6460.67772
GMB,2005,3217.335608,1739.872875,52352.77764,6665.628178
GMB,2006,3734.470893,1693.327174,57549.99647,6898.854854
GMB,2007,4466.116024,1908.344615,59384.5834,7047.584106
GMB,2008,4566.71658,1951.584626,63465.66803,7345.388675
GMB,2009,4727.84907,1981.509242,60039.23463,7399.686349
GMB,2010,5430.752896,2193.735868,63342.97861,7532.644096
GMB,2011,5812.309685,1877.468745,68129.00243,7430.186658
GMB,2012,5987.473421,1852.883814,70344.27719,7351.864822
GMB,2013,5911.173776,1752.913615,70692.95687,7585.92422
GMB,2014,6044.081314,1929.735446,72836.43842,8042.328799
GMB,2015,6268.567063,1997.59275,75419.83626,8302.949697
GMB,2016,6397.566891,2041.112854,77561.76886,8560.488436
GMB,2017,6436.572739,2107.784164,79307.42775,8830.417142
GMB,2018,6562.454788,2200.21422,80368.3946,9075.103692
GMB,2019,6659.429944,2274.407184,81240.41475,9325.159495
GEO,1990,122876.7752,106677.9284,512861.9396,49679.77966
GEO,1991,89762.88195,83413.744,400751.3286,48849.47067
GEO,1992,69065.80182,55461.31177,333091.2226,42478.68367
GEO,1993,56091.19129,39288.96177,374795.8406,40291.07889
GEO,1994,38658.80204,23447.22655,200055.653,33845.11738
GEO,1995,32787.61654,16590.63661,206658.3295,34137.88905
GEO,1996,40416.09419,16852.76161,429905.8688,37406.27915
GEO,1997,33362.205,14537.76679,343082.4916,36235.27251
GEO,1998,26528.45679,14619.16157,259147.6789,36372.7344
GEO,1999,24103.62852,12211.61081,240923.314,35060.49568
GEO,2000,22895.88709,11793.19733,209873.2236,36093.58577
GEO,2001,20632.04884,3587.724171,229250.3354,35552.97941
GEO,2002,19600.02338,3177.731729,223213.4498,35765.4655
GEO,2003,19652.71448,3433.221591,216854.0105,35553.9608
GEO,2004,18643.67035,4060.532223,201245.2869,34564.31306
GEO,2005,20018.25525,4799.391985,150058.7415,33140.71565
GEO,2006,20477.24536,3939.206392,149498.7715,30734.49573
GEO,2007,24314.34489,5719.344339,162605.1136,28401.99316
GEO,2008,20146.33278,5932.192623,149599.1719,26732.61614
GEO,2009,23120.08075,7104.06419,152244.3072,28789.2447
GEO,2010,21460.66407,4368.155712,135562.3035,28814.82866
GEO,2011,22960.97211,3702.640654,134382.0056,28820.88312
GEO,2012,24706.54863,3985.237191,140370.4575,30754.18379
GEO,2013,36177.53514,4699.096278,179022.2207,32599.22314
GEO,2014,41227.44877,4636.941744,177800.0587,33328.5478
GEO,2015,43976.42816,4874.673627,164797.1014,29631.98919
GEO,2016,45974.61482,5171.333712,173568.2769,29655.66895
GEO,2017,43671.12784,5297.655545,160860.3739,29497.61742
GEO,2018,47869.39099,5708.811111,165815.9727,29648.77383
GEO,2019,49018.54779,6640.68185,166658.5229,29647.7044
DEU,1990,2876075.191,5522425.62,12438030.18,749310.2325
DEU,1991,2713446.178,3989764.862,10208257.8,680660.2477
DEU,1992,2558040.952,3248921.022,8830318.922,647435.6171
DEU,1993,2470795.913,2904079.18,8037736.073,638835.074
DEU,1994,2285347.599,2412578.923,6681261.767,651679.326
DEU,1995,2260077.441,1735021.204,6388641.037,648199.7656
DEU,1996,2153158.395,1466863.416,5943998.303,658507.0349
DEU,1997,2049506.406,1216063.828,5806480.932,663613.4976
DEU,1998,1982930.269,966822.3168,5365835.275,683152.0697
DEU,1999,1949461.678,787130.4275,5019431.531,692797.9599
DEU,2000,1888235.985,632563.7551,4752695.026,690810.4687
DEU,2001,1812946.288,611408.5159,4578708.747,688381.7458
DEU,2002,1738792.459,547333.4319,4309797.47,685851.526
DEU,2003,1676047.736,520113.2208,4124682.566,687038.2238
DEU,2004,1597379.511,480073.0571,3890061.776,672725.575
DEU,2005,1523518.446,460925.5488,3686007.093,679038.046
DEU,2006,1503983.892,465121.5079,3590635.762,663598.8128
DEU,2007,1441393.642,448368.5688,3472194.92,679964.1825
DEU,2008,1355829.979,444103.3108,3369353.039,672347.5748
DEU,2009,1262917.274,389244.6249,2923733.501,659786.928
DEU,2010,1285289.588,405765.4469,3289278.024,681208.4246
DEU,2011,1249567.677,392727.2905,3198908.197,666168.581
DEU,2012,1217567.302,372401.01,2828708.074,679799.7562
DEU,2013,1219189.844,362646.4721,2803290.005,692228.688
DEU,2014,1180896.93,342582.9323,2701607.516,713271.6335
DEU,2015,1152917.293,342904.3304,2806765.329,699583.2831
DEU,2016,1122557.446,319017.845,2748893.038,697483.1542
DEU,2017,1086244.667,314985.4724,2775234.347,695828.0796
DEU,2018,994416.0547,300929.7146,2642850.013,694551.8021
DEU,2019,905632.1193,265315.9805,2531256.683,693823.7964
GHA,1990,25938.46752,15058.16871,1175065.801,62699.78962
GHA,1991,25498.05933,14867.47021,1213326.432,65366.59099
GHA,1992,28832.17445,16100.70395,1279896.473,66917.04269
GHA,1993,29944.22627,16024.11554,1299135.517,68945.68574
GHA,1994,32338.48,15681.07779,1307005.772,71106.30762
GHA,1995,34964.98554,16317.96561,1324159.435,72521.38381
GHA,1996,37884.70288,17171.60828,1343408.162,75176.6974
GHA,1997,39872.94365,18365.6792,1359294.193,77646.22464
GHA,1998,58459.44693,35169.04011,1376119.921,79713.38286
GHA,1999,60996.30613,37103.41646,1402628.072,81610.6714
GHA,2000,56197.93372,28117.53025,1419899.567,80988.73933
GHA,2001,59173.27549,33960.66386,1354890.368,82116.76752
GHA,2002,70262.4739,49510.20111,1299082.859,83100.67126
GHA,2003,65787.26961,41602.17599,1183974.109,84310.27774
GHA,2004,60895.34394,24512.72819,1175724.837,85537.59882
GHA,2005,64434.30061,32839.86094,1119542.283,86731.45922
GHA,2006,76323.2853,55146.07203,1103092.077,90060.70742
GHA,2007,80404.70488,58590.44523,1126797.095,91123.31096
GHA,2008,72767.21041,43059.31207,1130730.031,93297.49403
GHA,2009,86869.53776,44550.11973,1218074.485,96029.82349
GHA,2010,93397.13535,52195.69582,1249132.278,98927.71408
GHA,2011,91146.44185,33848.99904,1315777.533,101876.6867
GHA,2012,112163.2365,57747.06844,1414117.344,104705.3045
GHA,2013,122043.8973,70336.5347,1502944.122,109198.4981
GHA,2014,115249.92,53493.41894,1591836.716,114404.6937
GHA,2015,112104.6716,35697.27823,1615268.206,125972.3268
GHA,2016,109401.8641,44686.90955,1564575.929,128453.6992
GHA,2017,108502.9305,47185.84358,1567830.262,131386.4508
GHA,2018,112241.3436,49685.38065,1590400.788,133965.4691
GHA,2019,115068.3861,51582.29527,1607388.396,136541.9669
GRC,1990,371577.1131,557984.2078,1058752.223,92948.59479
GRC,1991,372813.2714,544832.717,1040650.775,88232.89978
GRC,1992,378884.3782,558149.9218,998527.955,83470.67665
GRC,1993,371219.3281,550816.891,998799.0838,77392.59054
GRC,1994,381232.5413,570916.8022,975682.2557,80905.31785
GRC,1995,365215.8747,554895.4765,886155.1181,78499.69263
GRC,1996,369822.0523,559012.7149,881563.5845,79738.54972
GRC,1997,387354.6339,590708.9198,877298.6974,76707.93503
GRC,1998,420105.7157,606293.9881,878378.4546,73858.03774
GRC,1999,420166.4725,589582.7576,876359.1945,74607.23082
GRC,2000,392658.3537,585783.6519,843465.0749,75197.36389
GRC,2001,419711.0476,593216.1701,834939.8374,70952.54034
GRC,2002,416892.0883,578271.4119,779076.5876,70811.98453
GRC,2003,430614.9586,586209.5568,746152.4817,70811.03425
GRC,2004,426375.6925,583103.9975,736280.1842,69401.69384
GRC,2005,440921.0253,606315.4824,681278.4657,68537.98313
GRC,2006,441472.1588,561961.1196,703194.7745,65975.57307
GRC,2007,436947.2868,550593.9487,644356.8665,66820.07754
GRC,2008,412080.4991,484580.1514,597223.4355,58615.91466
GRC,2009,403851.1689,431104.8003,542652.7598,61729.57927
GRC,2010,336252.726,266956.3268,491184.0398,66271.84556
GRC,2011,292030.8446,189131.7265,452201.831,69098.61729
GRC,2012,252417.169,177322.2116,470683.6723,68472.03565
GRC,2013,237082.9601,163502.2353,387471.3933,68589.8373
GRC,2014,230679.7229,146733.634,391982.0567,68328.03604
GRC,2015,228470.7559,138719.0896,373432.1938,66726.29076
GRC,2016,223093.3256,124982.6196,326973.2455,65439.38809
GRC,2017,221858.8575,127797.2564,310946.3452,65232.5239
GRC,2018,204205.2753,122024.306,290787.0182,65041.03152
GRC,2019,183613.1251,108208.6469,279725.7763,64925.62259
GRL,1990,9.984229,3.63722,2.66006,112.4715156
GRL,1991,10.054709,3.55693,2.70636,113.095463
GRL,1992,10.196532,3.46537,2.74763,114.0178522
GRL,1993,10.346302,3.3655,2.78564,114.270394
GRL,1994,10.443832,3.26098,2.82311,112.8652754
GRL,1995,10.567482,3.15422,2.86217,113.5130852
GRL,1996,10.675222,3.04568,2.90347,114.1060338
GRL,1997,10.774552,2.91151,2.92345,114.4217344
GRL,1998,10.902982,2.79412,2.96346,110.9091004
GRL,1999,11.023062,2.66767,2.99806,103.3881494
GRL,2000,11.01989249,2.57247,3.07442,86.37217286
